"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Gene"
"PRRX1",29.1385224858202,3.26569204777147,0.926790797068625,5.35450226521737e-05,0.000614658582532792,"PRRX1"
"USP22",28.1662890248666,3.26298478051008,0.89875789757639,1.61990617647541e-05,0.000245874266162987,"USP22"
"GRK2",29.4272361534251,3.25909313342256,1.22842573013221,0.000133511205246085,0.00126028513115059,"GRK2"
"GPI",50.2174519532599,3.25890746715873,0.724793523685786,6.5751129301985e-07,1.98531882086827e-05,"GPI"
"RGP1",10.54394366477,3.25608884961849,1.29186653265478,0.000687858695178657,0.00446287016600992,"RGP1"
"SLC9A1",14.9010313124692,3.25435845150649,0.911370312298955,4.39471501746527e-05,0.000522741733264324,"SLC9A1"
"LDHA",24.2741858893838,3.25411901249494,0.875419300664154,7.68725679322414e-06,0.000140710655110169,"LDHA"
"YY1AP1",27.2388066761379,3.251410284851,0.927938294383711,2.07585031726103e-05,0.000293632040372529,"YY1AP1"
"SLC9A3",7.01302116007479,3.25077304522423,1.279402209759,0.000989303769160626,0.00592617700805799,"SLC9A3"
"HIPK3",32.3026745913631,3.24987611466574,1.1029492509583,0.000478207823536741,0.00335529034478535,"HIPK3"
"AQP1",8.62258127303764,3.24969913510379,1.26954631516956,0.000608957834034953,0.0040802196077515,"AQP1"
"MCM4",29.9811772216291,3.24969001304929,0.97588409576474,2.28491000650193e-05,0.000315930169294313,"MCM4"
"HERPUD1",15.6550856580935,3.2490328510027,0.9371735807807,7.41985168827822e-05,0.000788345294789922,"HERPUD1"
"NR2F2",13.7300639400451,3.24726228636779,0.986063714449867,8.76613448899208e-05,0.000900903610646888,"NR2F2"
"DPH1",20.5591165042985,3.24669027653061,0.986072910229871,8.57081649816391e-05,0.000884965834117508,"DPH1"
"GATAD2B",15.7125354268652,3.24648374095051,0.897008975631863,1.70051976912148e-05,0.000254286188967785,"GATAD2B"
"RIC1",12.4861144090372,3.24607804346889,1.10189074557361,0.000365177404559159,0.00275658221358198,"RIC1"
"UBAP2",24.681182418649,3.24596143993793,0.883474918198691,3.65111109868736e-05,0.000453771776038268,"UBAP2"
"LSR",13.0208458992939,3.24567653182311,1.16508849394237,0.000843003077108332,0.00522706295858615,"LSR"
"STX3",7.51651594488551,3.24514575478583,1.21066906618922,0.00115538003926489,0.00667757682407042,"STX3"
"EP300",56.8322606460185,3.2445042584301,0.839765104772285,1.32062889572685e-05,0.000210900595613664,"EP300"
"HDAC1",15.8524795489934,3.24354204756922,0.940686629376239,4.78491823170865e-05,0.000562526452015599,"HDAC1"
"ATRX",27.3890944265482,3.24303493809136,0.820139290000521,1.10882677172196e-05,0.000186474024733523,"ATRX"
"SH3D19",12.7068435301727,3.23988199874676,0.935501962451915,2.03070159077609e-05,0.000288690585304395,"SH3D19"
"METTL9",9.01957421198613,3.23976069574209,1.13532625443214,0.000424778354114683,0.00307695222337782,"METTL9"
"TAF1C",35.4420968718165,3.239100463391,0.978643603535958,8.69637183465601e-05,0.000895035909654217,"TAF1C"
"MAST2",27.8807994544303,3.23813648338303,0.965762930472752,0.00012454885056042,0.00119160447343892,"MAST2"
"PSMB2",19.0626934567255,3.23552795224666,0.870735045507865,1.99780398489331e-05,0.000284880439662715,"PSMB2"
"DDX42",11.8353147223629,3.23250510429145,1.15368186857556,0.000441793698479022,0.0031674209808255,"DDX42"
"DLG1",71.6250719484022,3.23105212021036,0.714619022050552,7.26262250269815e-07,2.15605291146276e-05,"DLG1"
"PKD1P3",37.990032314719,3.22912795843023,1.01334077938205,0.000207842579059022,0.00178217444458922,"PKD1P3"
"PWP2",11.3517826216865,3.22901639849383,1.38375708235339,0.00123212257218261,0.00698400484055854,"PWP2"
"MADD",12.8622765068719,3.22771860948575,0.87175417132321,1.0663129859411e-05,0.000181106596205934,"MADD"
"DENND6A",7.4678720129628,3.22417582619915,1.12030833047523,0.000439644050249105,0.00316163362548097,"DENND6A"
"FSCN1",55.9478381641499,3.22301780177703,0.814105333743351,9.70291854131401e-06,0.000168442189075317,"FSCN1"
"RPLP0",51.2316336632271,3.22222255176279,1.08340299605467,3.00477969228308e-05,0.000387060545411597,"RPLP0"
"TENM4",35.9592883394283,3.22219104815937,1.05335267396385,0.000149542530103336,0.00137666807354413,"TENM4"
"ARID1A",73.2228928491988,3.21946543996753,0.857193705217222,2.80084488624363e-05,0.000368860569315086,"ARID1A"
"MAP3K1",13.2532538997969,3.21892001246341,1.07388657461979,0.000185852308330709,0.00162687649222248,"MAP3K1"
"NOL9",31.5672683505891,3.21845186514862,0.818065594431358,1.21081115243179e-05,0.000198261557300274,"NOL9"
"BTN3A2",8.73086057324318,3.21662157341586,1.21131777873548,0.00136631721068532,0.00754786102587735,"BTN3A2"
"GGA3",20.3170711148654,3.21624723086476,1.14148191614401,0.000471762554006819,0.00331830594856663,"GGA3"
"DROSHA",23.5616410774109,3.21549846442748,0.917235002527925,5.71709207070005e-05,0.000644069451552764,"DROSHA"
"COPG1",13.1239468806198,3.21480713824155,1.05989456093596,0.000330601328651055,0.00255328590822616,"COPG1"
"PLEKHO1",7.36335749386379,3.21472022151353,1.0803951043989,0.000255464742227914,0.00208187558963244,"PLEKHO1"
"SLC1A5",17.1187850640987,3.21376867188631,0.943237172792893,0.000137133465336094,0.00128333311169824,"SLC1A5"
"KDM4A",6.93438859306559,3.21297012122806,1.25593628501443,0.00111613477134665,0.00650664210144368,"KDM4A"
"JAZF1",4.75224962908782,3.21056995033293,1.20535882493621,0.00046972338811924,0.00331055421322343,"JAZF1"
"TTLL12",17.1500183434319,3.20992780431836,1.49733183753185,0.000756248730877796,0.00481159424404959,"TTLL12"
"DHX33",5.02006027629903,3.20894569284258,1.27197783119549,0.000898888179729882,0.00549878305963765,"DHX33"
"LRP10",35.8161971457608,3.20821784931525,0.882817587064158,2.909474478467e-05,0.000377919055428459,"LRP10"
"NNMT",14.5796482360433,3.20749639354561,1.05466115956758,0.00024990989647334,0.00204604678277217,"NNMT"
"SPRED2",5.69585755741325,3.20748528714421,1.18324481193412,0.00061735642480687,0.0041267093845534,"SPRED2"
"GDI2",7.51449253026742,3.20477151810945,1.31530474916927,0.000955984930246454,0.00577435052799425,"GDI2"
"LONP2",32.2980251398887,3.20449008432795,0.77235863032059,5.23297748165262e-06,0.000101575830759936,"LONP2"
"NAA20",5.52592947960351,3.20217723846905,1.26787789996316,0.00116176890208359,0.00669806460846316,"NAA20"
"USP5",14.5313554499578,3.20181197899529,1.08908763521926,0.000270556741086561,0.00218221307551038,"USP5"
"OPA1",16.4803892559923,3.20146877981077,0.885828266169124,2.94606101461062e-05,0.000380537369263828,"OPA1"
"ABHD2",23.28071354756,3.20099366639796,0.836674390858842,1.45140573971815e-05,0.000225879014404814,"ABHD2"
"QKI",25.2723807395847,3.19996992579917,0.815292574190433,1.15085764667467e-05,0.000190877575177931,"QKI"
"UBB",21.245324818638,3.19984749250594,1.5414396769034,0.000253729293848856,0.00207251367131687,"UBB"
"MRPS24",5.16187244931964,3.19943799939805,1.19867430365537,0.000979557480990077,0.00588025775865369,"MRPS24"
"ADAR",61.1940179050637,3.19742037953322,0.699169549175402,6.53664500172891e-07,1.97792998970945e-05,"ADAR"
"SSC5D",63.3796470360623,3.19624738669123,1.45704995325175,0.000248564983000301,0.00203918650667785,"SSC5D"
"FOXJ3",13.8424862232656,3.1960614229844,1.0556412432746,0.000267309790295049,0.00216031280934238,"FOXJ3"
"CALM1",23.9611097612654,3.19533487188286,0.886541663516867,2.26131970605675e-05,0.00031389694269438,"CALM1"
"PHF12",21.2005812413601,3.19528774832661,0.822279881275387,1.66624454896893e-05,0.000250752946980617,"PHF12"
"ADAMTSL4",24.5723378891182,3.1950818229175,0.969428845446579,9.36304254094441e-05,0.000949133100043655,"ADAMTSL4"
"CALML3",21.6798140879759,3.19345209980499,1.12475014725517,0.000660500237161685,0.00432909501453236,"CALML3"
"SLC6A9",8.66567640587002,3.19337475426236,1.14065972280685,0.00075273517879464,0.00479355602142725,"SLC6A9"
"PTPRA",14.0237303738429,3.19148740458622,1.24330453449232,0.00140664620154508,0.0077073739720952,"PTPRA"
"NDUFV1",12.7194896861867,3.19098511229293,1.15082128446099,0.000517005829231774,0.00358479360788724,"NDUFV1"
"RSF1",22.6276193833517,3.1905661066749,0.884447157947716,3.22946394371741e-05,0.00040928748868763,"RSF1"
"IFFO1",6.77085970788048,3.19016424386611,1.31322895415036,0.00197101324186067,0.00999009616955996,"IFFO1"
"TRIOBP",18.5957444052116,3.18931716953627,0.90607014118757,5.45308128607983e-05,0.000624452930742254,"TRIOBP"
"PPIA",22.4566773468398,3.18924561363985,0.698430406167414,9.82068313487708e-07,2.73181246808953e-05,"PPIA"
"GXYLT2",13.2793751822331,3.1884587838771,1.14285919951501,0.000774083744265208,0.00489640885864443,"GXYLT2"
"SH3BGRL3",12.2244192588179,3.18800123151111,1.26285767131454,0.00172094887697119,0.00895485213484349,"SH3BGRL3"
"KPNB1",28.8225372045713,3.1868741450478,0.710053302633733,1.12255077744554e-06,3.02724523589369e-05,"KPNB1"
"KSR1",20.3094041707714,3.18589887144293,0.898695006814132,1.78414318554783e-05,0.000263646010442561,"KSR1"
"PLXNA3",38.5684775418192,3.18530868599735,1.01038689390777,0.000101121015928582,0.00100842701205842,"PLXNA3"
"MTA1",21.3322887692811,3.18439041137692,0.923897998472538,5.95685606783296e-05,0.000660724749564738,"MTA1"
"DKK3",13.4453413827033,3.18360572429176,0.874001096102946,1.83909868424825e-05,0.000270148685105115,"DKK3"
"MROH1",34.920182893601,3.18360465754438,0.906729218096879,5.29695390568675e-05,0.000609537912388106,"MROH1"
"VMP1",20.9467902497291,3.18259263658714,0.758495956440967,5.0081436774958e-06,9.82917754259627e-05,"VMP1"
"FZD7",9.26764400821714,3.18221220400722,0.97972291602197,0.000145392553765609,0.00134635791432622,"FZD7"
"TTF2",12.9795655818632,3.18215673786652,0.774782870869727,5.17791910124149e-06,0.000101062396159729,"TTF2"
"QARS1",8.66791809172133,3.18186205684266,1.07446033652915,0.00040195510994173,0.00295680773481863,"QARS1"
"SPEG",40.0641913377546,3.18173460843083,0.956675608525879,0.000145251849915235,0.00134593697780472,"SPEG"
"MAPK7",14.5000231258322,3.18026380452626,1.17177199057889,0.000636214931504799,0.00421310498478359,"MAPK7"
"NUCB1",18.0883719129405,3.17887617891454,1.17008069795575,0.00101411049381169,0.00604403010883721,"NUCB1"
"EIF4A3",5.0137079038218,3.1781956918307,1.07889813257902,0.000403083143764794,0.00296356290558809,"EIF4A3"
"FUS",33.0198639114126,3.17601617732771,0.802139249489809,1.28856484453083e-05,0.000207152557657169,"FUS"
"CUEDC1",9.52222232669827,3.17564167594741,1.14973701525205,0.00095069029384779,0.0057484829021665,"CUEDC1"
"TARBP1",9.86958414398226,3.17340939932044,0.927797226640022,4.71091194305095e-05,0.000554749138893775,"TARBP1"
"PLCH2",26.9015136183058,3.17213272962915,0.930530190847552,0.000103746377277233,0.001025920264034,"PLCH2"
"MARCHF6",31.3781085237433,3.16968743287353,0.848855429435073,1.33867060786975e-05,0.000213266678239092,"MARCHF6"
"SUSD6",23.2188179399742,3.16883412564509,1.10268106455641,0.000238992559751536,0.00198309093473221,"SUSD6"
"EP400",40.865010984348,3.16499972688844,0.943367412949045,9.76740845052328e-05,0.000982371877682168,"EP400"
"NDUFB9",62.9118197044992,3.16441088865116,0.698828661399643,7.99177008493472e-07,2.30003468574771e-05,"NDUFB9"
"PTPRE",8.82457985858369,3.16426754348154,1.09724170084444,0.000290824017961244,0.00230231607720467,"PTPRE"
"EIF4B",33.1555331563774,3.163889744604,0.823603891655405,1.70906786050711e-05,0.000255294269945307,"EIF4B"
"BAHD1",6.30061340627076,3.16302839271617,1.24352548344351,0.00183013513391768,0.00943855459028861,"BAHD1"
"EIF4H",21.8584644422334,3.16282344917786,0.833120797948838,7.01803064700952e-06,0.000130661121308157,"EIF4H"
"SEPTIN9",58.6147533723732,3.16057366769007,0.77562884116242,4.79243048459866e-06,9.49815360138341e-05,"SEPTIN9"
"KAT2B",11.7634820733946,3.15890314707754,0.982601721747106,0.000168230385935589,0.00150676517314126,"KAT2B"
"WDR43",17.0138322749883,3.15833427498553,1.0662166122293,0.000397331178249194,0.00293348321830688,"WDR43"
"MON2",18.9112090722556,3.1579360250189,1.1382564685395,0.000832361079339302,0.00517399489717523,"MON2"
"LMAN2",35.877511597062,3.15758159842193,0.706068496506336,1.20380211027184e-06,3.20227068783197e-05,"LMAN2"
"TNFAIP3",18.2125164560954,3.156429276655,0.850269416490253,2.40293795481901e-05,0.000327759809262041,"TNFAIP3"
"TBC1D10B",35.8488211038885,3.15633493373323,0.735480593052097,2.16532518898976e-06,5.0743300573158e-05,"TBC1D10B"
"SP1",7.01597258278788,3.15559378255169,1.35751900406186,0.000770852418768847,0.00488252601058833,"SP1"
"GAS2L1",17.8229190845971,3.15432697646936,1.0807222657235,0.000542834474258248,0.00373456375644757,"GAS2L1"
"RUNX2",9.20470473131713,3.15395272921282,1.10520715050592,0.00062711046031133,0.00416628956965651,"RUNX2"
"OAZ1",66.4472073281805,3.15278634495186,0.893666504410501,3.76590219818721e-05,0.000465581486986733,"OAZ1"
"SMARCA1",7.03071185418663,3.15152667501891,1.3892304940353,0.00188126866788303,0.00964244016897174,"SMARCA1"
"RGPD5",19.1767301094619,3.15069713163213,1.07197720383193,7.30576572056313e-05,0.000778565425318835,"RGPD5"
"PUM2",14.0357481138844,3.15013126675157,1.28372252328487,0.000829415342620273,0.00516320185311325,"PUM2"
"SH3BP1",18.7597662447733,3.14853822715762,1.19135446910433,0.000717783074329021,0.00462305953661959,"SH3BP1"
"SAFB",10.223196780153,3.14790355321743,0.950517075025661,8.08787132456179e-05,0.000845338089403718,"SAFB"
"BRD2",47.2042479638029,3.1478493121313,0.825322888401013,1.41289131888077e-05,0.000221593420944553,"BRD2"
"GPCPD1",8.52170584147505,3.14662830528853,0.989923703987414,0.000167726138454487,0.00150484956349229,"GPCPD1"
"MAPK8IP3",22.9002811387427,3.14608812319519,1.10682013077051,0.000680754516122394,0.0044269406660495,"MAPK8IP3"
"GSN",77.2418336048902,3.14607813554234,0.905985493156908,5.63037660234713e-05,0.000640602671238062,"GSN"
"EFEMP2",7.9083048408119,3.14522896065665,1.18504174532276,0.00113968992604592,0.00660039276432575,"EFEMP2"
"SEC24D",27.2424359103089,3.14377972894731,0.985273217942462,0.000142206569098632,0.00132031604989012,"SEC24D"
"MBOAT7",23.7351630415216,3.13835876272275,1.06978087398645,0.000382270831290057,0.00284227019482331,"MBOAT7"
"JAG2",24.8164682454014,3.13747204513869,1.05864930914411,0.000255992917985359,0.00208377645394649,"JAG2"
"UBE2Q1",13.5586794239882,3.13577084100873,1.03092430804907,0.000334947006935313,0.00258358960425923,"UBE2Q1"
"B2M",69.6641725749863,3.13066251872018,0.812263001061847,1.13543957337989e-05,0.00018898582581191,"B2M"
"ARHGEF7",12.5932950285951,3.13023451372406,0.920126863149357,5.97909423413142e-05,0.000662224900855998,"ARHGEF7"
"ATG2A",16.2716197600037,3.12955230963748,1.1295960119323,0.000202499494663596,0.00174058416003119,"ATG2A"
"NELFCD",6.44349071575562,3.12774762526763,1.11771090945893,0.000817905839307528,0.00510730332092562,"NELFCD"
"MGAT4B",15.4726452512874,3.12770082628498,0.9611857692787,0.000118633488968289,0.00114611443231478,"MGAT4B"
"MAPKBP1",22.3058574413474,3.12737288928207,0.997203200490245,6.90846525715676e-05,0.000744056275589792,"MAPKBP1"
"CACHD1",6.69953425616322,3.12496821085916,1.0579308714315,0.000288246971031847,0.0022906143944932,"CACHD1"
"MOB1A",7.24781308111451,3.1247581855723,1.08233821732838,0.00065481112066584,0.00431180612587557,"MOB1A"
"TRIP11",19.6245320718674,3.12473735756211,0.980381948225341,0.000159051334034289,0.00144166414447629,"TRIP11"
"BORCS5",7.2428366450127,3.12469335472365,1.08786892629335,0.000761208713596981,0.00483227328474346,"BORCS5"
"IFFO2",15.4345680494903,3.12269787467486,0.918634766098771,3.22646065211881e-05,0.000409273927065448,"IFFO2"
"PITPNB",5.60251500592266,3.12217771090094,1.37959791808576,0.00195843891639402,0.00993348899051111,"PITPNB"
"RNF145",10.771405552025,3.12183258570033,1.21204761595571,0.00105439061147684,0.00623630397602709,"RNF145"
"ARHGAP35",42.4359620561067,3.12165406434347,0.825487409041067,2.4991944683576e-05,0.000338276983068594,"ARHGAP35"
"EIF2B5",6.28878457053843,3.12013582207929,1.18300391546861,0.00078585612582061,0.00494797818750946,"EIF2B5"
"ZSWIM4",10.3221649604155,3.11886299620301,1.16933127172972,0.00096603381774901,0.00581885075814632,"ZSWIM4"
"HMGB1",25.1376609638187,3.1157603743362,0.738328175871582,3.06414576795198e-06,6.71309206929138e-05,"HMGB1"
"SHANK2",26.3115756370977,3.11546859852029,1.05814456025533,0.000325648422343718,0.00252288259656748,"SHANK2"
"PLEKHA3",16.2998885506621,3.11545987050443,0.811527880978388,1.83311125674584e-05,0.000269549377409735,"PLEKHA3"
"ATP2C1",13.5335011996835,3.11472498951994,0.957935208009622,0.000168548288649793,0.00150839510253973,"ATP2C1"
"SLC2A3",19.744857385764,3.11427988262055,1.05479394449414,0.000160985718331498,0.00145540860431807,"SLC2A3"
"ABR",38.8302157877097,3.11318301062711,0.837001516117743,2.33721352712752e-05,0.000320562141695532,"ABR"
"RXRA",34.6075087250885,3.11292662995799,0.772080307637859,7.21009854863546e-06,0.00013301031669813,"RXRA"
"CRKL",14.6648293162295,3.11221664612395,0.978804406107237,9.89338227777411e-05,0.000990810665961914,"CRKL"
"CAPN2",28.7879234647624,3.11108382283113,0.839642838833465,1.49203072546291e-05,0.000230424985590343,"CAPN2"
"ARHGEF11",27.3404242423763,3.10916717809287,0.979756357856777,0.000186463944061177,0.00162947180879162,"ARHGEF11"
"CXCL12",8.82176107737305,3.1062235624355,1.04422530390212,0.000289958346016324,0.00230061840963317,"CXCL12"
"NFKB1",16.9466350439724,3.10609409327582,0.892636271867557,6.0387859735149e-05,0.000667715841875892,"NFKB1"
"SOX4",20.2761264498393,3.10560797112928,1.02492235207092,0.000242333276277572,0.00200140942552798,"SOX4"
"SND1",14.8505669332969,3.10492069903237,0.966948422329753,0.000161082659199877,0.00145540860431807,"SND1"
"TMBIM6",20.4948885000191,3.10399777315565,1.00492404006479,0.000194007594715681,0.00168041478122428,"TMBIM6"
"ST13",19.7911806069197,3.10384806039466,0.885415151168184,6.60472769001266e-05,0.000720740973621681,"ST13"
"NFAT5",31.6223471585181,3.10296108120709,0.871711733493957,6.85191104371709e-05,0.000740247362070078,"NFAT5"
"SYNGR2",15.7635978909732,3.10204017068948,1.20263174458041,0.00150814411241688,0.00810634631135903,"SYNGR2"
"MSH5",7.72912502611729,3.10166662889931,1.05999053045209,0.000657154447748852,0.00431918581448327,"MSH5"
"C1QC",6.34516453081978,3.09763121237281,1.23681921470506,0.000776536962432255,0.00490972877679203,"C1QC"
"LAPTM4B",7.63273650932583,3.09725970137232,1.16355851846396,0.000853934472118491,0.00528094005492621,"LAPTM4B"
"TBC1D14",12.2012903659709,3.09724228795706,0.978766571254176,0.000166723426065515,0.00149775507548112,"TBC1D14"
"TMUB1",20.0378104120327,3.09678104836403,1.05879990651479,0.000271071246904035,0.00218386989167669,"TMUB1"
"SCAF4",23.0856269135269,3.09564455079357,1.07232044423173,0.000399933539965806,0.00294807556247095,"SCAF4"
"ARID1B",62.5657246701927,3.09551209316363,0.688549137091458,1.3271905357148e-06,3.45387282876351e-05,"ARID1B"
"EIF2S2",5.53955671813313,3.09235648101141,1.3322741069793,0.00191731496819293,0.0097970127758694,"EIF2S2"
"SAR1A",9.08769965803892,3.08794524849572,1.07885581986787,0.000475180526300914,0.00333570592009847,"SAR1A"
"CUX1",38.6253821182687,3.08701675036185,1.09044637773895,9.14232555008185e-05,0.000928757745134484,"CUX1"
